id,origin_iata,destination_iata,departure_time_local,arrival_time_local,main_airline,all_airlines,duration_iso8601,duration_minutes,num_stops,emissions_raw,emissions_co2e_kg,price,extracted_at
Gb4gCECx,FOR,CNF,10:30,19:55,LATAM,LATAM,PT9H25M,565,1,0,0,2.376,"01/02/2026, 00:55:08"
akJyZ75w,FOR,CNF,03:50,19:55,LATAM,LATAM,PT16H5M,965,1,0,0,2.392,"01/02/2026, 00:55:08"
cUqBA6gn,FOR,CNF,10:30,23:25,LATAM,LATAM,PT12H55M,775,1,0,0,2.392,"01/02/2026, 00:55:08"
ZS8FhV2J,FOR,CNF,10:30,19:10,LATAM,LATAM,PT8H40M,520,1,0,0,2.398,"01/02/2026, 00:55:08"
NUFsXK5E,FOR,CNF,03:50,15:05,LATAM,LATAM | AZUL,PT11H15M,675,1,0,0,2.417,"01/02/2026, 00:55:08"
EzXmHNNf,FOR,CNF,03:50,17:25,LATAM,LATAM,PT13H35M,815,1,0,0,2.426,"01/02/2026, 00:55:08"
KFz3tc2b,FOR,CNF,03:50,19:10,LATAM,LATAM,PT15H20M,920,1,0,0,2.426,"01/02/2026, 00:55:08"
ibVAiwX2,FOR,CNF,03:50,14:55,LATAM,LATAM,PT11H5M,665,1,0,0,2.426,"01/02/2026, 00:55:08"
oCuYZhhR,FOR,CNF,02:05,12:25,LATAM,LATAM,PT10H20M,620,1,0,0,2.427,"01/02/2026, 00:55:08"
D9KMDZcB,FOR,CNF,06:00,15:25,LATAM,LATAM,PT9H25M,565,1,0,0,2.427,"01/02/2026, 00:55:08"
hL9ANZFe,FOR,CNF,14:10,23:25,LATAM,LATAM,PT9H15M,555,1,0,0,2.427,"01/02/2026, 00:55:08"
T33S3Fht,FOR,CNF,20:05,07:20+1,LATAM,LATAM,PT11H15M,675,1,0,0,2.427,"01/02/2026, 00:55:08"
WctY2p9N,FOR,CNF,20:05,09:50+1,LATAM,LATAM,PT13H45M,825,2,0,0,2.427,"01/02/2026, 00:55:09"
4tw3oYht,FOR,CNF,18:20,05:35+1,GOL,GOL,PT11H15M,675,1,0,0,2.437,"01/02/2026, 00:55:09"
7pzPWedw,FOR,CNF,03:50,11:45,LATAM,LATAM | AZUL,PT7H55M,475,1,0,0,2.442,"01/02/2026, 00:55:09"
Nn9WFArN,FOR,CNF,03:50,12:50,LATAM,LATAM | AZUL,PT9H0M,540,1,0,0,2.442,"01/02/2026, 00:55:09"
HMJDeK8K,FOR,CNF,03:50,15:00,LATAM,LATAM | AZUL,PT11H10M,670,1,0,0,2.442,"01/02/2026, 00:55:09"
DEChofbH,FOR,CNF,03:50,16:10,LATAM,LATAM | AZUL,PT12H20M,740,1,0,0,2.442,"01/02/2026, 00:55:09"
3yJog3jU,FOR,CNF,02:05,15:25,LATAM,LATAM,PT13H20M,800,1,0,0,2.454,"01/02/2026, 00:55:09"
Ahczgscm,FOR,CNF,04:40,19:55,LATAM,LATAM,PT15H15M,915,1,0,0,2.454,"01/02/2026, 00:55:09"
hpsDnuNz,FOR,CNF,06:00,19:55,LATAM,LATAM,PT13H55M,835,1,0,0,2.454,"01/02/2026, 00:55:09"
XpftVZ45,FOR,CNF,04:40,15:25,LATAM,LATAM,PT10H45M,645,1,0,0,2.454,"01/02/2026, 00:55:09"
drJfYLV9,FOR,CNF,03:15,09:05,AZUL,AZUL,PT5H50M,350,1,0,0,2.551,"01/02/2026, 00:55:09"
bXvnvfkv,FOR,CNF,18:05,07:20+1,LATAM,LATAM,PT13H15M,795,1,0,0,2.579,"01/02/2026, 00:55:09"
fp8eDJHa,FOR,CNF,10:10,05:20+1,AZUL,AZUL,PT19H10M,1150,1,0,0,2.604,"01/02/2026, 00:55:09"
eyx8Tn9v,FOR,CNF,15:45,05:20+1,AZUL,AZUL,PT13H35M,815,1,0,0,2.604,"01/02/2026, 00:55:09"
iWLYRMYH,FOR,CNF,19:45,05:20+1,AZUL,AZUL,PT9H35M,575,1,0,0,2.604,"01/02/2026, 00:55:09"
PnPwPdYA,FOR,CNF,16:45,12:25+1,LATAM,LATAM,PT19H40M,1180,1,0,0,2.641,"01/02/2026, 00:55:09"
2mTy4oSo,FOR,CNF,11:05,17:20,GOL,GOL,PT6H15M,375,1,0,0,2.659,"01/02/2026, 00:55:09"
ZZtw5Udq,FOR,CNF,16:45,22:20,GOL,GOL,PT5H35M,335,1,0,0,2.659,"01/02/2026, 00:55:09"
YkudZXPE,FOR,CNF,22:25,12:55+1,GOL,GOL,PT14H30M,870,2,0,0,2.669,"01/02/2026, 00:55:09"
Bv7dHTCW,FOR,CNF,10:10,14:50,AZUL,AZUL,PT4H40M,280,1,0,0,2.711,"01/02/2026, 00:55:09"
AcMUHLMt,FOR,CNF,20:30,05:15+1,AZUL,AZUL,PT8H45M,525,1,0,0,2.711,"01/02/2026, 00:55:09"
CLCtjFYn,FOR,CNF,12:50,21:15,AZUL,AZUL,PT8H25M,505,1,0,0,2.722,"01/02/2026, 00:55:09"
axcwqYpf,FOR,CNF,14:10,23:35,LATAM,LATAM,PT9H25M,565,1,0,0,2.794,"01/02/2026, 00:55:09"
aceCBfV3,FOR,CNF,17:00,21:50,LATAM,LATAM,PT4H50M,290,1,0,0,2.794,"01/02/2026, 00:55:10"
QdXftBBz,FOR,CNF,11:05,22:20,GOL,GOL,PT11H15M,675,1,0,0,2.803,"01/02/2026, 00:55:10"
UwPi4cjF,FOR,CNF,03:15,10:50,AZUL,AZUL,PT7H35M,455,1,0,0,2.920,"01/02/2026, 00:55:10"
ECJSdLVw,FOR,CNF,03:15,13:20,AZUL,AZUL,PT10H5M,605,1,0,0,2.920,"01/02/2026, 00:55:10"
hvBR7Tnt,FOR,CNF,03:15,15:40,AZUL,AZUL,PT12H25M,745,1,0,0,2.920,"01/02/2026, 00:55:10"
CSbnVV9g,FOR,CNF,12:50,22:40,AZUL,AZUL,PT9H50M,590,1,0,0,2.920,"01/02/2026, 00:55:10"
YroShrFu,FOR,CNF,06:00,13:55,AZUL,AZUL,PT7H55M,475,1,0,0,2.965,"01/02/2026, 00:55:10"
NkrtGHyU,FOR,CNF,22:25,07:10+1,GOL,GOL | AZUL,PT8H45M,525,1,0,0,3.002,"01/02/2026, 00:55:10"
Mf8KGFFN,FOR,CNF,03:15,21:15,AZUL,AZUL,PT18H0M,1080,1,0,0,3.046,"01/02/2026, 00:55:10"
m5fBLjnz,FOR,CNF,03:15,22:40,AZUL,AZUL,PT19H25M,1165,1,0,0,3.046,"01/02/2026, 00:55:10"
mJ2L2dwz,FOR,CNF,03:15,07:30+1,AZUL,AZUL,PT28H15M,1695,1,0,0,3.046,"01/02/2026, 00:55:10"
mzvwgyLP,FOR,CNF,06:00,05:20+1,AZUL,AZUL,PT23H20M,1400,1,0,0,3.046,"01/02/2026, 00:55:10"
49u95u79,FOR,CNF,10:10,11:40+1,AZUL,AZUL,PT25H30M,1530,1,0,0,3.046,"01/02/2026, 00:55:10"
E8R6P9h9,FOR,CNF,10:10,13:45+1,AZUL,AZUL,PT27H35M,1655,1,0,0,3.046,"01/02/2026, 00:55:10"
63DZZYmo,FOR,CNF,15:45,11:40+1,AZUL,AZUL,PT19H55M,1195,1,0,0,3.046,"01/02/2026, 00:55:10"
h8QU4Zx3,FOR,CNF,15:45,13:45+1,AZUL,AZUL,PT22H0M,1320,1,0,0,3.046,"01/02/2026, 00:55:10"
mvc9tN7F,FOR,CNF,15:45,18:30+1,AZUL,AZUL,PT26H45M,1605,1,0,0,3.046,"01/02/2026, 00:55:10"
LRpya6Nv,FOR,CNF,19:45,11:40+1,AZUL,AZUL,PT15H55M,955,1,0,0,3.046,"01/02/2026, 00:55:11"
WLAYmhLg,FOR,CNF,19:45,13:45+1,AZUL,AZUL,PT18H0M,1080,1,0,0,3.046,"01/02/2026, 00:55:11"
aPLc39ED,FOR,CNF,19:45,18:30+1,AZUL,AZUL,PT22H45M,1365,1,0,0,3.046,"01/02/2026, 00:55:11"
gW3Mvqtb,FOR,CNF,09:40,20:50,AZUL,AZUL,PT11H10M,670,1,0,0,3.084,"01/02/2026, 00:55:11"
kzT5eV9h,FOR,CNF,14:10,20:35,LATAM,LATAM | AZUL,PT6H25M,385,1,0,0,3.086,"01/02/2026, 00:55:11"
JSkVfB6p,FOR,CNF,12:10,19:55,GOL,GOL,PT7H45M,465,1,0,0,3.088,"01/02/2026, 00:55:11"
LRVdfc9g,FOR,CNF,18:15,21:00,AZUL,AZUL,PT2H45M,165,0,0,0,3.101,"01/02/2026, 00:55:11"
DT7ZphPW,FOR,CNF,14:15,20:40,LATAM,LATAM | AZUL,PT6H25M,385,1,0,0,3.113,"01/02/2026, 00:55:11"
BsgC9ud4,FOR,CNF,12:40,20:35,GOL,GOL | AZUL,PT7H55M,475,1,0,0,3.145,"01/02/2026, 00:55:11"
NYvjjuhe,FOR,CNF,06:00,14:50,AZUL,AZUL,PT8H50M,530,1,0,0,3.175,"01/02/2026, 00:55:11"
EUCUKq66,FOR,CNF,09:40,05:15+1,AZUL,AZUL,PT19H35M,1175,1,0,0,3.195,"01/02/2026, 00:55:11"
bJox62MZ,FOR,CNF,12:50,07:30+1,AZUL,AZUL,PT18H40M,1120,1,0,0,3.195,"01/02/2026, 00:55:11"
7SEcdTLe,FOR,CNF,12:50,09:05+1,AZUL,AZUL,PT20H15M,1215,1,0,0,3.195,"01/02/2026, 00:55:11"
jmg7ZCRz,FOR,CNF,12:50,10:50+1,AZUL,AZUL,PT22H0M,1320,1,0,0,3.195,"01/02/2026, 00:55:11"
VHXzjEBk,FOR,CNF,12:50,13:20+1,AZUL,AZUL,PT24H30M,1470,1,0,0,3.195,"01/02/2026, 00:55:11"
YWpmR9oW,FOR,CNF,12:50,15:40+1,AZUL,AZUL,PT26H50M,1610,1,0,0,3.195,"01/02/2026, 00:55:11"
Nq7uzjYz,FOR,CNF,20:30,19:35+1,AZUL,AZUL,PT23H5M,1385,2,0,0,3.196,"01/02/2026, 00:55:11"
dgqtJ5Aa,FOR,CNF,20:30,19:55+1,AZUL,AZUL,PT23H25M,1405,1,0,0,3.196,"01/02/2026, 00:55:11"
b5yF6fWR,FOR,CNF,06:00,19:45,LATAM,LATAM,PT13H45M,825,2,0,0,3.202,"01/02/2026, 00:55:12"
Y7wCJkbL,FOR,CNF,06:00,21:15,AZUL,AZUL,PT15H15M,915,3,0,0,3.207,"01/02/2026, 00:55:12"
JKVubxK2,FOR,CNF,10:10,18:30,AZUL,AZUL,PT8H20M,500,1,0,0,3.211,"01/02/2026, 00:55:12"
hMAXcpaL,FOR,CNF,20:05,07:10+1,LATAM,LATAM | AZUL,PT11H5M,665,1,0,0,3.365,"01/02/2026, 00:55:12"
gCFWwDtZ,FOR,CNF,16:45,23:35,LATAM,LATAM,PT6H50M,410,1,0,0,3.397,"01/02/2026, 00:55:12"
mVrMJyhd,FOR,CNF,15:45,22:00,AZUL,AZUL,PT6H15M,375,1,0,0,3.535,"01/02/2026, 00:55:12"
hqYbToas,FOR,CNF,15:45,20:50,AZUL,AZUL,PT5H5M,305,1,0,0,3.623,"01/02/2026, 00:55:12"
Xxspmper,FOR,CNF,14:20,23:35,LATAM,LATAM,PT9H15M,555,2,0,0,3.631,"01/02/2026, 00:55:12"
5EpjjTaj,FOR,CNF,06:00,15:05,AZUL,AZUL,PT9H5M,545,2,0,0,3.758,"01/02/2026, 00:55:12"
EaZ8oG59,FOR,CNF,22:25,11:10+1,GOL,GOL | AZUL,PT12H45M,765,1,0,0,4.120,"01/02/2026, 00:55:12"
Zpauimiw,FOR,CNF,04:05,11:45,AZUL,AZUL,PT7H40M,460,1,0,0,4.138,"01/02/2026, 00:55:12"
BpJmDeRr,FOR,CNF,04:05,12:50,AZUL,AZUL,PT8H45M,525,1,0,0,4.138,"01/02/2026, 00:55:12"
heBKwQ9R,FOR,CNF,04:05,15:00,AZUL,AZUL,PT10H55M,655,1,0,0,4.138,"01/02/2026, 00:55:12"
gNm6nt7D,FOR,CNF,04:05,16:10,AZUL,AZUL,PT12H5M,725,1,0,0,4.138,"01/02/2026, 00:55:12"
kWdL4mSK,FOR,CNF,04:05,17:05,AZUL,AZUL,PT13H0M,780,1,0,0,4.138,"01/02/2026, 00:55:12"
UEpbdYiu,FOR,CNF,14:15,21:50,LATAM,LATAM,PT7H35M,455,1,0,0,4.216,"01/02/2026, 00:55:12"
7tjbzLKA,FOR,CNF,11:05,18:30,AZUL,AZUL,PT7H25M,445,1,0,0,4.226,"01/02/2026, 00:55:12"
BBB294Na,FOR,CNF,02:25,08:35,LATAM,LATAM | GOL,PT6H10M,370,1,0,0,4.620,"01/02/2026, 00:55:12"
fL6eNYw9,FOR,CNF,04:40,11:10,LATAM,LATAM | AZUL,PT6H30M,390,1,0,0,1.937,"01/02/2026, 01:15:11"
X2TLwgLm,FOR,CNF,01:45,06:55,GOL,GOL,PT5H10M,310,1,0,0,2.071,"01/02/2026, 01:15:11"
HpRKXgJg,FOR,CNF,04:40,09:50,LATAM,LATAM,PT5H10M,310,1,0,0,2.118,"01/02/2026, 01:15:11"
kUyidNJZ,FOR,CNF,06:00,15:05,LATAM,LATAM | AZUL,PT9H5M,545,1,0,0,1.932,"01/02/2026, 01:15:12"
U5Y75ACp,FOR,CNF,06:00,20:35,LATAM,LATAM | AZUL,PT14H35M,875,1,0,0,1.932,"01/02/2026, 01:15:12"
RX2Hukko,FOR,CNF,06:00,07:10+1,LATAM,LATAM | AZUL,PT25H10M,1510,1,0,0,1.932,"01/02/2026, 01:15:12"
3LNBBvHK,FOR,CNF,02:05,11:10,LATAM,LATAM | AZUL,PT9H5M,545,1,0,0,1.937,"01/02/2026, 01:15:12"
jLuiACVo,FOR,CNF,06:00,15:00,LATAM,LATAM | AZUL,PT9H0M,540,1,0,0,1.957,"01/02/2026, 01:15:12"
7TyG6855,FOR,CNF,06:00,16:10,LATAM,LATAM | AZUL,PT10H10M,610,1,0,0,1.957,"01/02/2026, 01:15:13"
LPvJ2rmM,FOR,CNF,06:00,17:05,LATAM,LATAM | AZUL,PT11H5M,665,1,0,0,1.957,"01/02/2026, 01:15:13"
fhSUVYzC,FOR,CNF,06:00,15:40,LATAM,LATAM | AZUL,PT9H40M,580,1,0,0,2.029,"01/02/2026, 01:15:13"
Epxjhn3V,FOR,CNF,02:05,09:30,LATAM,LATAM,PT7H25M,445,1,0,0,2.058,"01/02/2026, 01:15:13"
6fKCMoqE,FOR,CNF,06:00,14:55,LATAM,LATAM,PT8H55M,535,1,0,0,2.058,"01/02/2026, 01:15:13"
mANqXMoH,FOR,CNF,04:35,10:00,GOL,GOL,PT5H25M,325,1,0,0,2.071,"01/02/2026, 01:15:14"
bS78h4Qz,FOR,CNF,03:50,12:25,LATAM,LATAM,PT8H35M,515,1,0,0,2.118,"01/02/2026, 01:15:14"
GZHxbG9v,FOR,CNF,03:50,15:25,LATAM,LATAM,PT11H35M,695,1,0,0,2.118,"01/02/2026, 01:15:14"
bpjBVbVK,FOR,CNF,04:40,14:55,LATAM,LATAM,PT10H15M,615,1,0,0,2.118,"01/02/2026, 01:15:16"
Gnee9r4n,FOR,CNF,04:40,15:45,LATAM,LATAM,PT11H5M,665,1,0,0,2.118,"01/02/2026, 01:15:16"
2Bm2jHis,FOR,CNF,06:00,17:25,LATAM,LATAM,PT11H25M,685,1,0,0,2.122,"01/02/2026, 01:15:16"
PQ9z2Gfe,FOR,CNF,06:00,19:10,LATAM,LATAM,PT13H10M,790,1,0,0,2.122,"01/02/2026, 01:15:16"
RSCXGWEA,FOR,CNF,06:00,23:35,LATAM,LATAM,PT17H35M,1055,1,0,0,2.122,"01/02/2026, 01:15:16"
ATCk58R3,FOR,CNF,01:45,08:35,GOL,GOL,PT6H50M,410,1,0,0,2.150,"01/02/2026, 01:15:16"
LaYjgdd5,FOR,CNF,02:10,10:30,GOL,GOL,PT8H20M,500,1,0,0,2.150,"01/02/2026, 01:15:16"
GNfCWprQ,FOR,CNF,04:35,10:25,GOL,GOL,PT5H50M,350,1,0,0,2.150,"01/02/2026, 01:15:16"
D8XVDXfe,FOR,CNF,04:35,11:40,GOL,GOL,PT7H5M,425,1,0,0,2.150,"01/02/2026, 01:15:16"
kNxP3Yyn,FOR,CNF,14:05,22:35,GOL,GOL,PT8H30M,510,1,0,0,2.150,"01/02/2026, 01:15:16"
aEJjgdBA,FOR,CNF,17:20,22:20,GOL,GOL,PT5H0M,300,1,0,0,2.150,"01/02/2026, 01:15:16"
B4thNit7,FOR,CNF,22:25,10:30+1,GOL,GOL,PT12H5M,725,1,0,0,2.150,"01/02/2026, 01:15:16"
dF9bNy3b,FOR,CNF,02:05,14:55,LATAM,LATAM,PT12H50M,770,1,0,0,2.150,"01/02/2026, 01:15:16"
3tWyc5j5,FOR,CNF,02:05,17:25,LATAM,LATAM,PT15H20M,920,1,0,0,2.150,"01/02/2026, 01:15:16"
9d6si92Z,FOR,CNF,02:05,19:10,LATAM,LATAM,PT17H5M,1025,1,0,0,2.150,"01/02/2026, 01:15:16"
7E4FntYr,FOR,CNF,04:40,17:25,LATAM,LATAM,PT12H45M,765,1,0,0,2.150,"01/02/2026, 01:15:16"
WsQN8Mje,FOR,CNF,04:40,19:10,LATAM,LATAM,PT14H30M,870,1,0,0,2.150,"01/02/2026, 01:15:16"
oHvWFWY9,FOR,CNF,01:45,10:00,GOL,GOL,PT8H15M,495,2,0,0,2.267,"01/02/2026, 01:15:16"
EYcY5mC5,FOR,CNF,04:35,17:20,GOL,GOL,PT12H45M,765,2,0,0,2.267,"01/02/2026, 01:15:16"
miwhk7fx,FOR,CNF,04:40,07:25+1,LATAM,LATAM | AZUL,PT26H45M,1605,2,0,0,2.327,"01/02/2026, 01:15:16"
RLmUcw7u,FOR,CNF,01:45,14:20,GOL,GOL,PT12H35M,755,2,0,0,2.353,"01/02/2026, 01:15:16"
n2exW2BW,FOR,CNF,02:10,17:20,GOL,GOL,PT15H10M,910,2,0,0,2.353,"01/02/2026, 01:15:16"
d2MW2PWF,FOR,CNF,04:35,14:20,GOL,GOL,PT9H45M,585,2,0,0,2.353,"01/02/2026, 01:15:17"
eLQKERyo,FOR,CNF,04:35,14:55,GOL,GOL,PT10H20M,620,2,0,0,2.353,"01/02/2026, 01:15:17"
EpkSNxpt,FOR,CNF,04:35,15:40,GOL,GOL,PT11H5M,665,2,0,0,2.353,"01/02/2026, 01:15:17"
5jkN2HFQ,FOR,CNF,04:35,22:20,GOL,GOL,PT17H45M,1065,2,0,0,2.353,"01/02/2026, 01:15:17"
4gArqR6A,FOR,CNF,22:25,10:00+1,GOL,GOL,PT11H35M,695,2,0,0,2.353,"01/02/2026, 01:15:17"
SXd9SbGf,FOR,CNF,03:50,15:45,LATAM,LATAM,PT11H55M,715,2,0,0,2.365,"01/02/2026, 01:15:17"
DxGvYqqj,FOR,CNF,03:50,15:45,LATAM,LATAM,PT11H55M,715,2,0,0,2.365,"01/02/2026, 01:15:17"
YosYn6Pz,FOR,CNF,04:40,14:55,LATAM,LATAM,PT10H15M,615,2,0,0,2.365,"01/02/2026, 01:15:17"
drsdCMNK,FOR,CNF,04:40,15:45,LATAM,LATAM,PT11H5M,665,2,0,0,2.365,"01/02/2026, 01:15:17"
3zXcfJkA,FOR,CNF,04:40,17:25,LATAM,LATAM,PT12H45M,765,2,0,0,2.365,"01/02/2026, 01:15:17"
nT8JH8VJ,FOR,CNF,04:40,17:25,LATAM,LATAM,PT12H45M,765,2,0,0,2.365,"01/02/2026, 01:15:17"
85DzBxCx,FOR,CNF,10:30,22:10,LATAM,LATAM,PT11H40M,700,1,0,0,2.365,"01/02/2026, 01:15:17"
ajAxB5Dk,FOR,CNF,14:15,21:50,LATAM,LATAM,PT7H35M,455,2,0,0,2.365,"01/02/2026, 01:15:17"
TocBH832,FOR,CNF,10:30,19:55,LATAM,LATAM,PT9H25M,565,1,0,0,2.376,"01/02/2026, 01:15:17"
2Eq2ZA5m,FOR,CNF,03:50,19:55,LATAM,LATAM,PT16H5M,965,1,0,0,2.392,"01/02/2026, 01:15:17"
Y8PazPkJ,FOR,CNF,10:30,23:25,LATAM,LATAM,PT12H55M,775,1,0,0,2.392,"01/02/2026, 01:15:17"
QPR2kD2M,FOR,CNF,10:30,19:10,LATAM,LATAM,PT8H40M,520,1,0,0,2.398,"01/02/2026, 01:15:17"
8u6sH4xF,FOR,CNF,03:50,15:05,LATAM,LATAM | AZUL,PT11H15M,675,1,0,0,2.417,"01/02/2026, 01:15:17"
QGfxubkg,FOR,CNF,03:50,17:25,LATAM,LATAM,PT13H35M,815,1,0,0,2.426,"01/02/2026, 01:15:17"
ecupW2ax,FOR,CNF,03:50,19:10,LATAM,LATAM,PT15H20M,920,1,0,0,2.426,"01/02/2026, 01:15:17"
ECcCXsdM,FOR,CNF,03:50,14:55,LATAM,LATAM,PT11H5M,665,1,0,0,2.426,"01/02/2026, 01:15:17"
CqMSGqni,FOR,CNF,02:05,12:25,LATAM,LATAM,PT10H20M,620,1,0,0,2.427,"01/02/2026, 01:15:17"
6WK7XccD,FOR,CNF,06:00,15:25,LATAM,LATAM,PT9H25M,565,1,0,0,2.427,"01/02/2026, 01:15:17"
VQSQA4ij,FOR,CNF,14:10,23:25,LATAM,LATAM,PT9H15M,555,1,0,0,2.427,"01/02/2026, 01:15:17"
FRrJckcN,FOR,CNF,20:05,07:20+1,LATAM,LATAM,PT11H15M,675,1,0,0,2.427,"01/02/2026, 01:15:17"
bxNSrYnR,FOR,CNF,20:05,09:50+1,LATAM,LATAM,PT13H45M,825,2,0,0,2.427,"01/02/2026, 01:15:17"
mBWzEQki,FOR,CNF,18:20,05:35+1,GOL,GOL,PT11H15M,675,1,0,0,2.437,"01/02/2026, 01:15:17"
96hJFNDC,FOR,CNF,03:50,11:45,LATAM,LATAM | AZUL,PT7H55M,475,1,0,0,2.442,"01/02/2026, 01:15:17"
fQ6r92iD,FOR,CNF,03:50,12:50,LATAM,LATAM | AZUL,PT9H0M,540,1,0,0,2.442,"01/02/2026, 01:15:17"
4eNV9HkX,FOR,CNF,03:50,15:00,LATAM,LATAM | AZUL,PT11H10M,670,1,0,0,2.442,"01/02/2026, 01:15:17"
b9n8peE2,FOR,CNF,03:50,16:10,LATAM,LATAM | AZUL,PT12H20M,740,1,0,0,2.442,"01/02/2026, 01:15:17"
iYnP6ipt,FOR,CNF,02:05,15:25,LATAM,LATAM,PT13H20M,800,1,0,0,2.454,"01/02/2026, 01:15:17"
K8ub36AA,FOR,CNF,04:40,19:55,LATAM,LATAM,PT15H15M,915,1,0,0,2.454,"01/02/2026, 01:15:17"
3hfkJ45b,FOR,CNF,06:00,19:55,LATAM,LATAM,PT13H55M,835,1,0,0,2.454,"01/02/2026, 01:15:17"
Z6rNCWAw,FOR,CNF,04:40,15:25,LATAM,LATAM,PT10H45M,645,1,0,0,2.454,"01/02/2026, 01:15:18"
egcSMjPP,FOR,CNF,03:15,09:05,AZUL,AZUL,PT5H50M,350,1,0,0,2.551,"01/02/2026, 01:15:18"
6m9QbR8K,FOR,CNF,18:05,07:20+1,LATAM,LATAM,PT13H15M,795,1,0,0,2.579,"01/02/2026, 01:15:18"
XPWKRQSR,FOR,CNF,10:10,05:20+1,AZUL,AZUL,PT19H10M,1150,1,0,0,2.604,"01/02/2026, 01:15:18"
FMZTqgZp,FOR,CNF,15:45,05:20+1,AZUL,AZUL,PT13H35M,815,1,0,0,2.604,"01/02/2026, 01:15:18"
MKipYsBD,FOR,CNF,19:45,05:20+1,AZUL,AZUL,PT9H35M,575,1,0,0,2.604,"01/02/2026, 01:15:18"
JXUECJV2,FOR,CNF,16:45,12:25+1,LATAM,LATAM,PT19H40M,1180,1,0,0,2.641,"01/02/2026, 01:15:18"
Z7fCVqfY,FOR,CNF,11:05,17:20,GOL,GOL,PT6H15M,375,1,0,0,2.659,"01/02/2026, 01:15:18"
Je4RGTxh,FOR,CNF,16:45,22:20,GOL,GOL,PT5H35M,335,1,0,0,2.659,"01/02/2026, 01:15:18"
8oyWEjK5,FOR,CNF,22:25,12:55+1,GOL,GOL,PT14H30M,870,2,0,0,2.669,"01/02/2026, 01:15:18"
U8c9WEas,FOR,CNF,10:10,14:50,AZUL,AZUL,PT4H40M,280,1,0,0,2.711,"01/02/2026, 01:15:18"
JfNDBjLe,FOR,CNF,20:30,05:15+1,AZUL,AZUL,PT8H45M,525,1,0,0,2.711,"01/02/2026, 01:15:18"
UZQcrHcV,FOR,CNF,12:50,21:15,AZUL,AZUL,PT8H25M,505,1,0,0,2.722,"01/02/2026, 01:15:18"
HjvK9P2p,FOR,CNF,14:10,23:35,LATAM,LATAM,PT9H25M,565,1,0,0,2.794,"01/02/2026, 01:15:18"
knuWmp4C,FOR,CNF,17:00,21:50,LATAM,LATAM,PT4H50M,290,1,0,0,2.794,"01/02/2026, 01:15:18"
NScZmvTo,FOR,CNF,11:05,22:20,GOL,GOL,PT11H15M,675,1,0,0,2.803,"01/02/2026, 01:15:18"
6PEx67ZJ,FOR,CNF,03:15,10:50,AZUL,AZUL,PT7H35M,455,1,0,0,2.723,"01/02/2026, 01:15:18"
6YEvwm4c,FOR,CNF,03:15,13:20,AZUL,AZUL,PT10H5M,605,1,0,0,2.920,"01/02/2026, 01:15:18"
GgSaqDBF,FOR,CNF,03:15,15:40,AZUL,AZUL,PT12H25M,745,1,0,0,2.920,"01/02/2026, 01:15:18"
UYgAfuns,FOR,CNF,12:50,22:40,AZUL,AZUL,PT9H50M,590,1,0,0,2.884,"01/02/2026, 01:15:18"
9ZZ7JCAD,FOR,CNF,06:00,13:55,AZUL,AZUL,PT7H55M,475,1,0,0,2.965,"01/02/2026, 01:15:18"
fAk7jQ3Q,FOR,CNF,22:25,07:10+1,GOL,GOL | AZUL,PT8H45M,525,1,0,0,2.972,"01/02/2026, 01:15:18"
eeDXUwKt,FOR,CNF,03:15,21:15,AZUL,AZUL,PT18H0M,1080,1,0,0,3.046,"01/02/2026, 01:15:18"
b22rWXYb,FOR,CNF,03:15,22:40,AZUL,AZUL,PT19H25M,1165,1,0,0,3.046,"01/02/2026, 01:15:18"
38tkAPbj,FOR,CNF,03:15,07:30+1,AZUL,AZUL,PT28H15M,1695,1,0,0,3.046,"01/02/2026, 01:15:18"
hF8CLjCn,FOR,CNF,06:00,05:20+1,AZUL,AZUL,PT23H20M,1400,1,0,0,3.046,"01/02/2026, 01:15:18"
KUzDfbn5,FOR,CNF,10:10,11:40+1,AZUL,AZUL,PT25H30M,1530,1,0,0,3.046,"01/02/2026, 01:15:18"
mmPYgQVG,FOR,CNF,10:10,13:45+1,AZUL,AZUL,PT27H35M,1655,1,0,0,3.046,"01/02/2026, 01:15:18"
FEkktwnX,FOR,CNF,15:45,11:40+1,AZUL,AZUL,PT19H55M,1195,1,0,0,3.046,"01/02/2026, 01:15:18"
5LLeEf63,FOR,CNF,15:45,13:45+1,AZUL,AZUL,PT22H0M,1320,1,0,0,3.046,"01/02/2026, 01:15:18"
mfdoDJx2,FOR,CNF,15:45,18:30+1,AZUL,AZUL,PT26H45M,1605,1,0,0,3.046,"01/02/2026, 01:15:18"
CEYUkEN3,FOR,CNF,19:45,11:40+1,AZUL,AZUL,PT15H55M,955,1,0,0,3.046,"01/02/2026, 01:15:18"
AD3cwBdz,FOR,CNF,19:45,13:45+1,AZUL,AZUL,PT18H0M,1080,1,0,0,3.046,"01/02/2026, 01:15:18"
nvuuWMt3,FOR,CNF,19:45,18:30+1,AZUL,AZUL,PT22H45M,1365,1,0,0,3.046,"01/02/2026, 01:15:18"
BiKGH9G4,FOR,CNF,09:40,20:50,AZUL,AZUL,PT11H10M,670,1,0,0,2.884,"01/02/2026, 01:15:19"
2asmdvaq,FOR,CNF,14:10,20:35,LATAM,LATAM | AZUL,PT6H25M,385,1,0,0,3.086,"01/02/2026, 01:15:19"
